0.083743,0.05769
0.079243,0.055006
0.074876,0.052449
0.070562,0.049988
0.066161,0.047504
0.061842,0.045127
0.057622,0.042808
0.053507,0.040574
0.049216,0.038274
0.045293,0.036219
0.041,0.034009
0.037156,0.03211
0.032853,0.03
0.028995,0.028248
0.024928,0.026384
0.020714,0.024616
0.01663,0.022986
0.012534,0.021431
0.0085055,0.020014
0.0042506,0.018594
0.00035154,0.017434
-0.0040203,0.016177
-0.0079057,0.015166
-0.012153,0.01414
-0.016174,0.013239
-0.020228,0.01244
-0.024344,0.011648
-0.02823,0.011018
-0.032276,0.010382
-0.036008,0.0098855
-0.040099,0.0093523
-0.043966,0.0088979
-0.047448,0.008536
-0.051122,0.0081583
-0.054646,0.0078474
-0.058058,0.0075197
-0.061304,0.0072721
-0.064674,0.0069729
-0.067774,0.0067389
-0.070794,0.0064907
-0.07392,0.0062548
-0.076605,0.0060698
-0.079519,0.0058575
-0.081997,0.0056943
-0.084657,0.0055153
-0.087083,0.0053665
-0.089471,0.0052342
-0.091806,0.0051113
-0.094065,0.0050115
-0.096226,0.0049275
-0.098365,0.0048558
-0.10039,0.0048063
-0.10241,0.0047633
-0.10434,0.0047386
-0.10626,0.0047189
-0.10809,0.0047221
-0.10992,0.0047318
-0.11167,0.0047661
-0.11345,0.0048179
-0.11513,0.0048816
-0.1169,0.0049789
-0.11855,0.0050871
-0.12027,0.0052347
-0.12211,0.0054267
-0.12365,0.0056167
-0.12554,0.0058943
-0.12728,0.00619
-0.12918,0.0065599
-0.13099,0.0069503
-0.13293,0.0074166
-0.13485,0.0079269
-0.13698,0.0085432
-0.1389,0.0091625
-0.14104,0.0098816
-0.14308,0.010631
-0.14529,0.01149
-0.14736,0.012377
-0.14946,0.01332
-0.15151,0.014294
-0.15362,0.015366
-0.15556,0.01642
-0.1576,0.017603
-0.15955,0.018816
-0.16142,0.020027
-0.16336,0.021413
-0.1651,0.022691
-0.16688,0.024147
-0.16854,0.025589
-0.17011,0.027095
-0.17159,0.028606
-0.17298,0.03018
-0.17433,0.031805
-0.17558,0.033518
-0.17674,0.035219
-0.17784,0.037
-0.17885,0.038799
-0.17976,0.040614
-0.18061,0.042504
-0.1814,0.044393
-0.18211,0.046366
-0.18277,0.048383
-0.18333,0.050364
-0.1839,0.052506
-0.18437,0.054713
-0.18481,0.056952
-0.18523,0.059458
-0.18558,0.061827
-0.18595,0.064594
-0.18624,0.067155
-0.18655,0.070155
-0.18682,0.07299
-0.18716,0.07667
-0.18747,0.080165
-0.18774,0.083476
-0.18805,0.087324
-0.18833,0.090945
-0.18866,0.095214
-0.18894,0.099217
-0.18924,0.10385
-0.18952,0.10838
-0.18975,0.11316
-0.19002,0.11826
-0.19022,0.12322
-0.1904,0.12868
-0.19056,0.13432
-0.19065,0.14004
-0.1907,0.14616
-0.1907,0.15235
-0.19066,0.15862
-0.19057,0.16526
-0.19044,0.17204
-0.19021,0.17912
-0.18996,0.18626
-0.18958,0.19358
-0.18915,0.20094
-0.18857,0.20877
-0.18793,0.2165
-0.18709,0.22478
-0.18618,0.2326
-0.18499,0.24134
-0.18371,0.24956
-0.18214,0.25827
-0.18043,0.26704
-0.17851,0.27562
-0.17637,0.28462
-0.17401,0.29358
-0.17143,0.30271
-0.16865,0.3119
-0.1655,0.32175
-0.16242,0.33083
-0.15889,0.34084
-0.15546,0.35009
-0.15149,0.36047
-0.14774,0.37
-0.14354,0.3804
-0.13956,0.39011
-0.13491,0.40117
-0.13068,0.41117
-0.12572,0.42271
-0.12112,0.43326
-0.11637,0.44413
-0.11145,0.45524
-0.10656,0.46623
-0.10129,0.47793
-0.096189,0.48917
-0.090778,0.50102
-0.085423,0.51267
-0.079844,0.52468
-0.074323,0.53651
-0.068594,0.54867
-0.062922,0.56067
-0.056958,0.57321
-0.051342,0.58498
-0.045404,0.59737
-0.039567,0.60954
-0.033574,0.622
-0.027639,0.63437
-0.021751,0.64662
-0.015905,0.65877
-0.0097026,0.67167
-0.0041312,0.68326
0.0022105,0.69643
0.0078557,0.70816
0.014281,0.72149
0.020188,0.73372
0.026089,0.74595
0.032406,0.75905
0.038172,0.77103
0.044098,0.78338
0.050059,0.79586
0.056052,0.80845
0.062368,0.82176
0.067608,0.83287
0.07382,0.84605
0.079427,0.85798
0.085374,0.87062
0.091027,0.88263
0.09698,0.89522
0.10282,0.90754
0.10858,0.91958
0.11471,0.93229
0.12035,0.94387
0.12659,0.95659
0.13231,0.96803
0.13853,0.98032
0.14452,0.9919
0.15066,1.0036
0.15705,1.0154
0.16336,1.0267
0.16968,1.0378
0.17574,1.0479
0.18256,1.059
0.18869,1.0684
0.19562,1.0785
0.20195,1.0873
0.20889,1.0962
0.21563,1.1045
0.22234,1.1119
0.22929,1.1193
0.23621,1.1259
0.243,1.132
0.24971,1.1374
0.25651,1.1425
0.26316,1.147
0.26966,1.1509
0.27593,1.1542
0.28217,1.1569
0.2883,1.1592
0.2944,1.161
0.30008,1.1621
0.30594,1.1629
0.31148,1.1631
0.31721,1.1629
0.3222,1.1624
0.32779,1.1614
0.33299,1.1602
0.33818,1.1586
0.3432,1.1568
0.34825,1.1546
0.3532,1.1521
0.35812,1.1494
0.36283,1.1464
0.36773,1.1431
0.37219,1.1397
0.37705,1.1357
0.38153,1.1318
0.38606,1.1274
0.39046,1.123
0.39507,1.118
0.39941,1.1131
0.4039,1.1077
0.40827,1.1021
0.41268,1.0962
0.41698,1.0901
0.42139,1.0835
0.4257,1.0768
0.42972,1.0701
0.43375,1.063
0.43776,1.0556
0.44159,1.048
0.4454,1.0401
0.44915,1.0319
0.45259,1.0239
0.45613,1.0152
0.45934,1.0068
0.46269,0.99772
0.46591,0.98839
0.46892,0.97934
0.47196,0.96957
0.47484,0.96001
0.47762,0.95009
0.4805,0.93939
0.48307,0.92923
0.48557,0.91865
0.48797,0.90785
0.49026,0.8967
0.49245,0.8854
0.49447,0.87384
0.49637,0.86223
0.4982,0.84972
0.49971,0.83823
0.50122,0.82542
0.50248,0.81333
0.50361,0.80087
0.50457,0.7887
0.50543,0.77558
0.50613,0.76341
0.5067,0.75016
0.50713,0.73824
0.50748,0.72476
0.50772,0.71238
0.50788,0.69895
0.50796,0.68662
0.50803,0.67301
0.50806,0.66051
0.50807,0.64696
0.50808,0.63416
0.50808,0.62107
0.50807,0.60822
0.50805,0.59485
0.50803,0.58222
0.508,0.56857
0.50797,0.55595
0.50792,0.54202
0.50787,0.52938
0.5078,0.51594
0.50774,0.5025
0.50765,0.48995
0.50756,0.47622
0.50744,0.46365
0.5073,0.44991
0.50714,0.43693
0.50695,0.42328
0.50674,0.41065
0.50647,0.39672
0.50618,0.38394
0.5058,0.36997
0.5054,0.35731
0.50489,0.34348
0.50437,0.33043
0.50372,0.31698
0.50305,0.30391
0.50226,0.29058
0.50138,0.27712
0.50045,0.26418
0.49936,0.25046
0.49824,0.23767
0.49689,0.22358
0.49561,0.21105
0.49407,0.19737
0.49254,0.18447
0.4908,0.17119
0.48892,0.15755
0.48704,0.1451
0.48477,0.13088
0.48266,0.11855
0.48015,0.10475
0.47778,0.092623
0.47499,0.079239
0.47227,0.067165
0.46926,0.054853
0.46625,0.043632
0.46308,0.032895
0.45967,0.022669
0.45604,0.01294
0.45268,0.0049869
0.44848,-0.0038151
0.44537,-0.0096226
0.44104,-0.016857
0.43809,-0.021336
0.43397,-0.027
